_id,latitude,longitude,floor
3000,114.2630638,22.33782734,3
3001,114.2630638,22.33775298,3
3002,114.2630638,22.33769721,3
3003,114.2630614,22.33762285,3
3004,114.2630828,22.33758568,3
3005,114.2630923,22.33751132,3
3006,114.2631017,22.3373626,3
3007,114.2631349,22.33712094,3
3008,114.2631634,22.33695364,3
3009,114.2631823,22.33673056,3
3010,114.2631847,22.33667479,3
3011,114.2631942,22.3368421,3
3012,114.2631966,22.33673056,3
3013,114.2631752,22.33645172,3
3014,114.26318,22.33639595,3
3015,114.2631752,22.33639595,3
3016,114.2631752,22.33635877,3
3017,114.26318,22.33628442,3
3018,114.26318,22.33624724,3
3019,114.2631681,22.33624724,3
3020,114.2631657,22.33624724,3
3021,114.2631657,22.33621006,3
3022,114.26318,22.3361357,3
3023,114.26318,22.33609852,3
3024,114.26318,22.33609852,3
3025,114.26318,22.33598699,3
3026,114.2631776,22.33598699,3
3027,114.2631657,22.33598699,3
3028,114.2631657,22.33594981,3
3029,114.2631776,22.33598699,3
3030,114.26318,22.33593122,3
3031,114.26318,22.33581968,3
3032,114.26318,22.3357825,3
3033,114.2631776,22.33572674,3
3034,114.2631657,22.33572674,3
3035,114.2631657,22.33567097,3
3036,114.2631657,22.33567097,3
3037,114.2631776,22.33572674,3
3038,114.26318,22.33567097,3
3039,114.26318,22.33563379,3
3040,114.26318,22.33555943,3
3041,114.26318,22.33552225,3
3042,114.26318,22.33537354,3
3043,114.2631705,22.33537354,3
3044,114.263161,22.33537354,3
3045,114.2631729,22.33537354,3
3046,114.2631705,22.335262,3
3047,114.2631895,22.33537354,3
3048,114.2631989,22.33511328,3
3049,114.2632037,22.3350947,3
3050,114.2631918,22.33537354,3
3051,114.2631942,22.33537354,3
3052,114.2632108,22.33537354,3
3053,114.2632155,22.33537354,3
3054,114.263206,22.33528059,3
3055,114.263206,22.33524341,3
3056,114.263225,22.33522482,3
3057,114.263225,22.33524341,3
3058,114.263225,22.33533636,3
3059,114.2632297,22.33537354,3
3060,114.2632345,22.33537354,3
3061,114.2632487,22.33537354,3
3062,114.263244,22.33535495,3
3063,114.263244,22.33528059,3
3064,114.2632535,22.33528059,3
3065,114.2632535,22.33533636,3
3066,114.2632535,22.33537354,3
3067,114.26327,22.33537354,3
3068,114.2632724,22.33537354,3
3069,114.2632724,22.33524341,3
3070,114.2632724,22.33522482,3
3071,114.2632724,22.33533636,3
3072,114.263289,22.33537354,3
3073,114.2632914,22.33537354,3
3074,114.2633032,22.33528059,3
3075,114.2633032,22.33524341,3
3076,114.263308,22.33511328,3
3077,114.263289,22.33505752,3
3078,114.2632961,22.33505752,3
3079,114.2633056,22.33505752,3
3080,114.2633483,22.33624724,3
3081,114.2633578,22.33624724,3
3082,114.2633269,22.33628442,3
3083,114.2633269,22.33624724,3
3084,114.2633269,22.3361357,3
3085,114.2633269,22.33609852,3
3086,114.2633269,22.33607993,3
3087,114.2633269,22.3359684,3
3088,114.2633269,22.33593122,3
3089,114.2633269,22.33589404,3
3090,114.2633269,22.33581968,3
3091,114.2633269,22.3357825,3
3092,114.2633269,22.33570815,3
3093,114.2633269,22.33567097,3
3094,114.2633269,22.33563379,3
3095,114.2633269,22.33555943,3
3096,114.2633269,22.33552225,3
3097,114.2633483,22.3354293,3
3098,114.263372,22.33557802,3
3099,114.263372,22.33565238,3
3100,114.2633672,22.3356152,3
3101,114.2633672,22.33565238,3
3102,114.2633886,22.33624724,3
3103,114.2634146,22.33624724,3
3104,114.2634146,22.33621006,3
3105,114.2634146,22.3361357,3
3106,114.2634146,22.33607993,3
3107,114.2634146,22.33607993,3
3108,114.2634146,22.3359684,3
3109,114.2634146,22.33589404,3
3110,114.2634146,22.33593122,3
3111,114.2634146,22.33581968,3
3112,114.2634146,22.3357825,3
3113,114.2634146,22.33570815,3
3114,114.2634146,22.33567097,3
3115,114.2634146,22.33563379,3
3116,114.2634146,22.33555943,3
3117,114.2634146,22.33552225,3
3118,114.2633981,22.33544789,3
3119,114.2634052,22.33544789,3
3120,114.2634146,22.3354293,3
3121,114.2634146,22.33531777,3
3122,114.2634194,22.33531777,3
3123,114.2634289,22.33528059,3
3124,114.2634431,22.33528059,3
3125,114.2634478,22.33528059,3
3126,114.2634644,22.33528059,3
3127,114.2634478,22.33537354,3
3128,114.2634478,22.33541072,3
3129,114.2634549,22.33541072,3
3130,114.2634549,22.33539213,3
3131,114.2634502,22.33537354,3
3132,114.2634739,22.33528059,3
3133,114.2634881,22.33544789,3
3134,114.2634881,22.3354293,3
3135,114.2634786,22.33528059,3
3136,114.2634692,22.33528059,3
3137,114.2634834,22.33528059,3
3138,114.2634881,22.33528059,3
3139,114.2634881,22.33529918,3
3140,114.2634929,22.33541072,3
3141,114.2634929,22.3354293,3
3142,114.2635118,22.33531777,3
3143,114.2635213,22.33531777,3
3144,114.2635261,22.33541072,3
3145,114.2635261,22.33544789,3
3146,114.2635284,22.33544789,3
3147,114.2635284,22.33541072,3
3148,114.2635261,22.33531777,3
3149,114.2635355,22.33531777,3
3150,114.2635592,22.335262,3
3151,114.2635592,22.33522482,3
3152,114.2635592,22.3350947,3
3153,114.2635592,22.33505752,3
3154,114.2635592,22.33494598,3
3155,114.2635616,22.33494598,3
3156,114.263564,22.33494598,3
3157,114.2635758,22.33494598,3
3158,114.2635592,22.33541072,3
3159,114.2635901,22.33544789,3
3160,114.2635901,22.33531777,3
3161,114.2636043,22.33544789,3
3162,114.2636043,22.33557802,3
3163,114.2636043,22.33565238,3
3164,114.2636019,22.33565238,3
3165,114.2636019,22.3356152,3
3166,114.2635592,22.33541072,3
3167,114.2635592,22.33544789,3
3168,114.2635592,22.33554084,3
3169,114.2635592,22.33559661,3
3170,114.2635664,22.33559661,3
3171,114.2635664,22.33563379,3
3172,114.2635592,22.33570815,3
3173,114.2635592,22.33574532,3
3174,114.2635664,22.33581968,3
3175,114.2635592,22.33585686,3
3176,114.2635592,22.33591263,3
3177,114.2635664,22.3359684,3
3178,114.2635758,22.33581968,3
3179,114.2635592,22.33600558,3
3180,114.2635592,22.33606134,3
3181,114.2635758,22.33609852,3
3182,114.263564,22.3361357,3
3183,114.2635758,22.3361357,3
3184,114.2635592,22.33617288,3
3185,114.2635592,22.33621006,3
3186,114.2635664,22.33624724,3
3187,114.2635853,22.33624724,3
3188,114.2635901,22.33624724,3
3189,114.2636232,22.33624724,3
3190,114.2636422,22.33624724,3
3191,114.2636493,22.33624724,3
3192,114.2636493,22.33617288,3
3193,114.2636422,22.3361357,3
3194,114.2636327,22.3361357,3
3195,114.2636327,22.33609852,3
3196,114.2636422,22.33609852,3
3197,114.2636493,22.33604275,3
3198,114.2636493,22.33600558,3
3199,114.2636375,22.3359684,3
3200,114.2636446,22.3359684,3
3201,114.2636493,22.33589404,3
3202,114.2636493,22.33585686,3
3203,114.2636351,22.33581968,3
3204,114.2636327,22.33581968,3
3205,114.2636446,22.33581968,3
3206,114.2636493,22.33574532,3
3207,114.2636493,22.33570815,3
3208,114.2636446,22.33563379,3
3209,114.2636327,22.33563379,3
3210,114.2636327,22.33559661,3
3211,114.2636446,22.33559661,3
3212,114.2636493,22.33559661,3
3213,114.2636493,22.33554084,3
3214,114.2636185,22.33544789,3
3215,114.2636185,22.33529918,3
3216,114.2636493,22.33520623,3
3217,114.2636493,22.33492739,3
3218,114.2636493,22.33494598,3
3219,114.2636493,22.33505752,3
3220,114.2636493,22.3350947,3
3221,114.2636493,22.33520623,3
3222,114.2636493,22.33524341,3
3223,114.263673,22.33531777,3
3224,114.2636801,22.33541072,3
3225,114.2636801,22.3354293,3
3226,114.2636825,22.3354293,3
3227,114.2636825,22.33541072,3
3228,114.2636778,22.33531777,3
3229,114.2636872,22.33531777,3
3230,114.2636967,22.33531777,3
3231,114.2637204,22.33541072,3
3232,114.2637204,22.3354293,3
3233,114.2637204,22.33548507,3
3234,114.2637204,22.33524341,3
3235,114.2637204,22.33520623,3
3236,114.2637228,22.33520623,3
3237,114.2637228,22.33524341,3
3238,114.2637204,22.33541072,3
3239,114.2637204,22.3354293,3
3240,114.2637465,22.33531777,3
3241,114.263756,22.33531777,3
3242,114.2637655,22.33531777,3
3243,114.2637584,22.33539213,3
3244,114.2637584,22.3354293,3
3245,114.2637607,22.3354293,3
3246,114.2637607,22.33539213,3
3247,114.2637702,22.33531777,3
3248,114.2637939,22.33524341,3
3249,114.2637939,22.33520623,3
3250,114.2637939,22.3350947,3
3251,114.2637939,22.33505752,3
3252,114.2637939,22.33494598,3
3253,114.2637939,22.33492739,3
3254,114.2637987,22.33492739,3
3255,114.2638105,22.33494598,3
3256,114.2638105,22.33498316,3
3257,114.2637987,22.33498316,3
3258,114.2637963,22.33520623,3
3259,114.2638176,22.33544789,3
3260,114.2637939,22.33529918,3
3261,114.2638224,22.33524341,3
3262,114.2638366,22.33524341,3
3263,114.2638437,22.33520623,3
3264,114.2638366,22.33531777,3
3265,114.2638413,22.33544789,3
3266,114.2638342,22.33557802,3
3267,114.2638342,22.33563379,3
3268,114.263839,22.33563379,3
3269,114.263839,22.3356152,3
3270,114.2637939,22.33539213,3
3271,114.2637939,22.33544789,3
3272,114.2637987,22.33567097,3
3273,114.2637939,22.33555943,3
3274,114.2637939,22.33563379,3
3275,114.2637939,22.33567097,3
3276,114.2637987,22.33581968,3
3277,114.2637939,22.3357825,3
3278,114.2637939,22.33581968,3
3279,114.2637987,22.33606134,3
3280,114.2637939,22.33589404,3
3281,114.2637939,22.33600558,3
3282,114.2637939,22.33606134,3
3283,114.2638034,22.33624724,3
3284,114.2637939,22.33617288,3
3285,114.2637939,22.33624724,3
3286,114.2638081,22.33624724,3
3287,114.2638224,22.33624724,3
3288,114.2638793,22.33624724,3
3289,114.2638816,22.3363216,3
3290,114.2638816,22.33628442,3
3291,114.2638816,22.33621006,3
3292,114.2638816,22.33611711,3
3293,114.2638816,22.33609852,3
3294,114.2638769,22.33609852,3
3295,114.2638745,22.33609852,3
3296,114.2638816,22.33593122,3
3297,114.2638816,22.33585686,3
3298,114.2638721,22.33585686,3
3299,114.2638769,22.3357825,3
3300,114.2638769,22.33570815,3
3301,114.2638721,22.33570815,3
3302,114.2638769,22.33563379,3
3303,114.2638674,22.33563379,3
3304,114.2638769,22.33544789,3
3305,114.2638769,22.33516905,3
3306,114.2638721,22.3350947,3
3307,114.2638674,22.33498316,3
3308,114.2638793,22.33516905,3
3309,114.2638816,22.3349088,3
3310,114.2638816,22.33498316,3
3311,114.2638769,22.33505752,3
3312,114.2638816,22.3350947,3
3313,114.2638793,22.33522482,3
3314,114.2638793,22.33529918,3
3315,114.2638958,22.33537354,3
3316,114.2639148,22.33524341,3
3317,114.2639196,22.33529918,3
3318,114.2639243,22.33529918,3
3319,114.2639148,22.33529918,3
3320,114.2639243,22.33529918,3
3321,114.263929,22.33529918,3
3322,114.2639385,22.33529918,3
3323,114.2639433,22.33529918,3
3324,114.2639575,22.33524341,3
3325,114.2639575,22.33529918,3
3326,114.2639622,22.33544789,3
3327,114.2639646,22.33544789,3
3328,114.2639575,22.33524341,3
3329,114.2639693,22.33529918,3
3330,114.2639859,22.33522482,3
3331,114.2639836,22.33529918,3
3332,114.2639883,22.33529918,3
3333,114.2639883,22.33535495,3
3334,114.2639883,22.33529918,3
3335,114.264012,22.33529918,3
3336,114.2640262,22.33535495,3
3337,114.264031,22.33533636,3
3338,114.2640736,22.33546648,3
3339,114.264076,22.335262,3
3340,114.2640784,22.33535495,3
3341,114.2640807,22.33537354,3
3342,114.2640807,22.33544789,3
3343,114.2640736,22.33555943,3
3344,114.2640736,22.33563379,3
3345,114.2640736,22.33572674,3
3346,114.2640736,22.33559661,3
3347,114.2640357,22.33567097,3
3348,114.264031,22.33559661,3
3349,114.264031,22.33567097,3
3350,114.264031,22.3357825,3
3351,114.264031,22.33606134,3
3352,114.264031,22.3361357,3
3353,114.264031,22.33624724,3
3354,114.264057,22.33637736,3
3355,114.2640357,22.33645172,3
3356,114.2640452,22.33699081,3
3357,114.2640049,22.33713953,3
3358,114.2640049,22.33708376,3
3359,114.2640167,22.33699081,3
3360,114.263967,22.33645172,3
3361,114.263929,22.33645172,3
3362,114.263929,22.33699081,3
3363,114.263903,22.33708376,3
3364,114.263903,22.33784593,3
3365,114.2639124,22.33784593,3
3366,114.263903,22.33803182,3
3367,114.2638318,22.33702799,3
3368,114.2637584,22.33784593,3
3369,114.2637607,22.33786452,3
3370,114.2637607,22.33851515,3
3371,114.2632535,22.33645172,3
3372,114.2633269,22.33667479,3
3373,114.2633175,22.33667479,3
3374,114.263334,22.33676774,3
3375,114.2633412,22.33674915,3
3376,114.2633483,22.33678633,3
3377,114.2633554,22.33682351,3
3378,114.2633625,22.33686069,3
3379,114.2633696,22.33689787,3
3380,114.2633767,22.33693505,3
3381,114.2633838,22.33697223,3
3382,114.2633815,22.33715812,3
3383,114.2634478,22.33762285,3
3384,114.2634383,22.33762285,3
3385,114.2634383,22.33767862,3
3386,114.2634526,22.33779016,3
3387,114.2634431,22.33780875,3
3388,114.2634455,22.33786452,3
3389,114.2634502,22.33792028,3
3390,114.2634502,22.338069,3
3391,114.2634549,22.338069,3
3392,114.2634763,22.33834784,3
3393,114.2633696,22.33645172,3
3394,114.2634834,22.33699081,3
3395,114.2634881,22.33691646,3
3396,114.2635355,22.33691646,3
3397,114.2635355,22.33678633,3
3398,114.2635355,22.33674915,3
3399,114.2634526,22.33708376,3
3400,114.2635095,22.33699081,3
3401,114.2635284,22.33712094,3
3402,114.2635308,22.33712094,3
3403,114.2634739,22.33645172,3
3404,114.2634881,22.33643313,3
3405,114.2635142,22.33645172,3
3406,114.2635355,22.3364889,3
3407,114.2635498,22.33645172,3
3408,114.2635758,22.33645172,3
3409,114.2635545,22.33652608,3
3410,114.2635948,22.33645172,3
3411,114.2636043,22.33656326,3
3412,114.2636138,22.33645172,3
3413,114.2636327,22.33645172,3
3414,114.2635498,22.33699081,3
3415,114.2635948,22.33699081,3
3416,114.2636327,22.33699081,3
3417,114.2636517,22.33699081,3
3418,114.2636896,22.33645172,3
3419,114.263692,22.33660044,3
3420,114.2637157,22.33645172,3
3421,114.2637157,22.33660044,3
3422,114.2637157,22.33663762,3
3423,114.2637252,22.33656326,3
3424,114.2637465,22.33645172,3
3425,114.2637489,22.33660044,3
3426,114.263775,22.33645172,3
3427,114.2638058,22.33645172,3
3428,114.2638318,22.33645172,3
3429,114.2638674,22.33645172,3
3430,114.2638911,22.33656326,3
3431,114.2636967,22.33699081,3
3432,114.2636801,22.33708376,3
3433,114.2636991,22.33687928,3
3434,114.2637157,22.33699081,3
3435,114.2637347,22.33699081,3
3436,114.2637418,22.33702799,3
3437,114.2637607,22.33708376,3
3438,114.2637607,22.33712094,3
3439,114.2637678,22.33699081,3
3440,114.2638034,22.33699081,3
3441,114.2638318,22.33699081,3
3442,114.2638793,22.33699081,3
3443,114.2635379,22.33862668,3
3444,114.2635498,22.33862668,3
3445,114.2635592,22.33862668,3
3446,114.2635403,22.33862668,3
3447,114.2635592,22.33844079,3
3448,114.2635498,22.33844079,3
3449,114.263564,22.33832925,3
3450,114.2635711,22.33832925,3
3451,114.2635403,22.33825489,3
3452,114.2635403,22.33851515,3
3453,114.2635355,22.33801323,3
3454,114.2635261,22.33784593,3
3455,114.2635213,22.33784593,3
3456,114.263609,22.33855232,3
3457,114.2636138,22.33855232,3
3458,114.2636138,22.33851515,3
3459,114.2636138,22.338069,3
3460,114.2635948,22.338069,3
3461,114.2635948,22.338069,3
3462,114.2636683,22.33853374,3
3463,114.2636683,22.33855232,3
3464,114.2636683,22.33825489,3
3465,114.2636185,22.338069,3
3466,114.2636683,22.33851515,3
3467,114.2636683,22.33801323,3
3468,114.2636801,22.33786452,3
3469,114.2636801,22.33784593,3
3470,114.2636398,22.338069,3
3471,114.2636683,22.33779016,3
3472,114.263609,22.338069,3
3473,114.2635355,22.33799464,3
3474,114.2635498,22.33767862,3
3475,114.263609,22.33749273,3
3476,114.2636375,22.33749273,3
3477,114.2635474,22.33767862,3
3478,114.263609,22.33747414,3
3479,114.2635545,22.33743696,3
3480,114.2635711,22.3373626,3
3481,114.2635498,22.33743696,3
3482,114.2635877,22.33699081,3
3483,114.2635995,22.33699081,3
3484,114.2632013,22.33537354,3
3485,114.26318,22.33572674,3
3486,114.26318,22.33621006,3
3487,114.2631847,22.33645172,3
3488,114.2631847,22.33673056,3
3489,114.2631681,22.33678633,3
3490,114.263225,22.33537354,3
3491,114.2632558,22.33537354,3
3492,114.2632748,22.33537354,3
3493,114.2633056,22.33537354,3
3494,114.2633056,22.3354293,3
3495,114.2633269,22.3354293,3
3496,114.263372,22.3354293,3
3497,114.2635592,22.3359684,3
3498,114.2635592,22.3361357,3
3499,114.2635592,22.33624724,3
3500,114.2631681,22.33695364,3
3501,114.2630614,22.33751132,3
3502,114.2630638,22.33762285,3
3503,114.2633269,22.33645172,3
3504,114.2634289,22.33531777,3
3505,114.2634929,22.33531777,3
3506,114.2635592,22.33531777,3
3507,114.2635592,22.33581968,3
3508,114.2636493,22.3361357,3
3509,114.2636493,22.33609852,3
3510,114.2636493,22.3359684,3
3511,114.2636493,22.33581968,3
3512,114.2636493,22.33563379,3
3513,114.2636493,22.33544789,3
3514,114.2636493,22.33541072,3
3515,114.2636493,22.33531777,3
3516,114.2636801,22.33531777,3
3517,114.2637204,22.33531777,3
3518,114.2637584,22.33531777,3
3519,114.2637939,22.33531777,3
3520,114.2638342,22.33544789,3
3521,114.2638793,22.33537354,3
3522,114.2639622,22.33529918,3
3523,114.264012,22.33546648,3
3524,114.264031,22.33546648,3
3525,114.2640499,22.33546648,3
3526,114.2640499,22.33606134,3
3527,114.264057,22.33624724,3
3528,114.264057,22.33645172,3
3529,114.2640239,22.33645172,3
3530,114.2640239,22.33699081,3
3531,114.2640049,22.33699081,3
3532,114.263903,22.33699081,3
3533,114.2638508,22.33624724,3
3534,114.2638508,22.33645172,3
3535,114.2638911,22.33645172,3
3536,114.2636683,22.33645172,3
3537,114.2636683,22.33699081,3
3538,114.2635355,22.33645172,3
3539,114.2635355,22.33699081,3
3540,114.2635355,22.33712094,3
3541,114.2635355,22.33743696,3
3542,114.2635355,22.33784593,3
3543,114.2635355,22.338069,3
3544,114.2636683,22.338069,3
3545,114.2636683,22.33784593,3
4452,114.2630633,22.33773439,4
4000,114.2630633,22.33773439,4
4001,114.2630633,22.33773439,4
4002,114.2630633,22.33773439,4
4003,114.2630633,22.33773439,4
4004,114.2630703,22.3375485,4
4005,114.2631753,22.33673056,4
4006,114.2631753,22.33673056,4
4007,114.2631753,22.33673056,4
4008,114.2631753,22.33673056,4
4009,114.2631753,22.33673056,4
4010,114.2631753,22.33673056,4
4011,114.2631753,22.33673056,4
4012,114.2632057,22.33660044,4
4013,114.2632057,22.33660044,4
4014,114.263208,22.33669338,4
4015,114.2632383,22.33676774,4
4016,114.2632873,22.33676774,4
4017,114.2633013,22.33663762,4
4018,114.263341,22.33669338,4
4019,114.2633457,22.33673056,4
4020,114.2633737,22.33702799,4
4021,114.2633737,22.33702799,4
4022,114.263418,22.33741837,4
4023,114.263432,22.33743696,4
4024,114.2634343,22.33747414,4
4025,114.2634343,22.33751132,4
4026,114.2633737,22.33639595,4
4027,114.2633737,22.33639595,4
4028,114.2633947,22.33639595,4
4029,114.2634133,22.33639595,4
4030,114.2634157,22.33674915,4
4031,114.263397,22.33674915,4
4032,114.2633947,22.33676774,4
4033,114.2634157,22.33687928,4
4034,114.2634297,22.33699081,4
4035,114.2634437,22.33699081,4
4036,114.263432,22.33699081,4
4037,114.263432,22.33699081,4
4038,114.2634437,22.33639595,4
4039,114.2634833,22.33699081,4
4040,114.2634833,22.33699081,4
4041,114.2634833,22.33699081,4
4042,114.2634647,22.33639595,4
4043,114.2635067,22.33699081,4
4044,114.2635067,22.33695364,4
4045,114.2635067,22.33695364,4
4046,114.2634973,22.33639595,4
4047,114.2635393,22.33639595,4
4048,114.2635393,22.33671197,4
4049,114.2635603,22.33639595,4
4050,114.2635603,22.33639595,4
4051,114.2635767,22.33639595,4
4052,114.2635767,22.33639595,4
4053,114.2635767,22.33639595,4
4054,114.2635767,22.33639595,4
4055,114.2635767,22.33639595,4
4056,114.2636187,22.33639595,4
4057,114.2636513,22.33671197,4
4058,114.263656,22.33671197,4
4059,114.2636747,22.33671197,4
4060,114.2636887,22.33671197,4
4061,114.2637027,22.33671197,4
4062,114.263705,22.33671197,4
4063,114.263705,22.33639595,4
4064,114.2637213,22.33671197,4
4065,114.2637283,22.33671197,4
4066,114.2637423,22.33671197,4
4067,114.2637447,22.33671197,4
4068,114.263761,22.33671197,4
4069,114.263761,22.33671197,4
4070,114.2637563,22.33639595,4
4071,114.2637843,22.33699081,4
4072,114.2637797,22.33671197,4
4073,114.263775,22.33671197,4
4074,114.263775,22.33639595,4
4075,114.263789,22.33671197,4
4076,114.2637913,22.33639595,4
4077,114.2637937,22.33671197,4
4078,114.26381,22.33671197,4
4079,114.263817,22.33671197,4
4080,114.2638147,22.33639595,4
4081,114.263831,22.33671197,4
4082,114.2638403,22.33671197,4
4083,114.2638707,22.33671197,4
4084,114.2638777,22.33671197,4
4085,114.2638847,22.33671197,4
4086,114.2638847,22.33639595,4
4453,114.263901,22.33639595,4
4087,114.263901,22.33639595,4
4088,114.263901,22.33639595,4
4089,114.263971,22.33639595,4
4090,114.264048,22.33673056,4
4091,114.264048,22.33673056,4
4092,114.263551,22.33847797,4
4093,114.2635743,22.33847797,4
4094,114.2635743,22.33847797,4
4095,114.2636,22.33847797,4
4096,114.2636327,22.33847797,4
4097,114.2636583,22.33847797,4
4098,114.2636583,22.33847797,4
4099,114.2635393,22.33836643,4
4100,114.2635393,22.33805041,4
4101,114.2635977,22.33816195,4
4102,114.2636,22.33816195,4
4103,114.26367,22.33812477,4
4104,114.2636327,22.33816195,4
4105,114.2636583,22.33816195,4
4106,114.2636583,22.33758568,4
4107,114.263628,22.33758568,4
4108,114.26367,22.33743696,4
4109,114.2636,22.33758568,4
4110,114.2635953,22.33758568,4
4111,114.2635697,22.33758568,4
4112,114.2635697,22.33758568,4
4113,114.2635697,22.33758568,4
4114,114.2635697,22.33758568,4
4115,114.2635697,22.33758568,4
4116,114.2635697,22.33758568,4
4117,114.2635393,22.33739978,4
4118,114.2635393,22.33739978,4
4119,114.2635393,22.33739978,4
4120,114.2635813,22.33758568,4
4121,114.2635603,22.33758568,4
4122,114.263586,22.33758568,4
4123,114.2635393,22.33726966,4
4124,114.2635393,22.33726966,4
4125,114.2635977,22.33699081,4
4126,114.2636303,22.33699081,4
4127,114.2636303,22.33699081,4
4128,114.263901,22.33853374,4
4129,114.263901,22.33853374,4
4130,114.263901,22.33853374,4
4131,114.263901,22.33853374,4
4132,114.2637703,22.3379017,4
4133,114.2637703,22.3379017,4
4134,114.2637703,22.3379017,4
4135,114.2639033,22.33845938,4
4136,114.2639033,22.33845938,4
4137,114.2639033,22.33845938,4
4138,114.2639033,22.33845938,4
4139,114.2639033,22.33792028,4
4140,114.2639033,22.33792028,4
4141,114.2639033,22.33792028,4
4142,114.2639033,22.33758568,4
4143,114.263775,22.33732542,4
